Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
2784C,Carbohydrate antigen 19-9 level,34.1.1,,,True,
2784O,Carbohydrate antigen 19-9 level,34.1.1,,,True,
2794B,Reticulocyte count,34.2.0,,,True,
2795B,Retinol binding protein level,34.1.1,,,True,
2795U,Retinol binding protein level,34.1.1,,,True,
2798B,Rhein level,34.1.1,,,True,
2798U,Rhein level,34.1.1,,,True,0264U
2804B,Haemoglobin O Arab level,34.2.0,,,True,
2806B,Haemoglobin S genotype screen,34.2.0,,,True,
2807B,Haemoglobin S level,34.2.0,,,True,
2809B,Alpha-globin chain genotype,34.2.0,,,True,
2814B,Haemophilus influenza B immunoglobulin G antibody,34.4.0,,,True,
2822B,Haemosiderin screen,34.1.1,,,True,
2822U,Haemosiderin screen,34.1.1,,,True,
2825B,Deoxyribonuclease B immunoglobulin G antibody,34.3.0,,,True,
2827B,Dehydroepiandrosterone sulphate level,34.1.1,,,True,
2827U,Dehydroepiandrosterone sulphate level,34.1.1,,,True,
2834B,Thioridazine level,34.1.1,,,True,
2835B,Thiosulphate level,34.1.1,,,True,
2835U,Thiosulphate level,34.1.1,,,True,
2837B,Threonine level,34.1.1,,,True,1584B
2837C,Threonine level,34.1.1,,,True,
2837U,Threonine level,34.1.1,,,True,1584U
2839B,Thrombin clotting time (TCT),34.2.0,,,True,8225B
2845B,Thyroglobulin immunoglobulin G antibody,34.3.0,,,True,
2846B,Thyroglobulin level,34.1.1,,,True,
2855B,Dengue virus immunoglobulin M antibody,34.4.0,,,True,
2856B,Dengue virus ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
2856O,Dengue virus ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
2856T,Dengue virus ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
2860B,Deoxycholic acid level,34.1.1,,,True,
2861B,Desmethylclomipramine level,34.1.1,,,True,
2896B,Venlafaxine level,34.1.1,,,True,
2896U,Venlafaxine level,34.1.1,,,True,
2902B,Vigabatrin level,34.1.1,,,True,
2911B,Plasma viscosity,34.2.0,,,True,
2957B,C-terminal glucagon level,34.1.1,,,True,8041B
2963B,Cytomegalovirus antigen,34.4.0,,,True,
2963C,Cytomegalovirus antigen,34.4.0,,,True,
2963O,Cytomegalovirus antigen,34.4.0,,,True,
2963T,Cytomegalovirus antigen,34.4.0,,,True,
2963U,Cytomegalovirus antigen,34.4.0,,,True,
2964B,Cytomegalovirus early antigen,34.4.0,,,True,
2964C,Cytomegalovirus early antigen,34.4.0,,,True,
2964O,Cytomegalovirus early antigen,34.4.0,,,True,
2964T,Cytomegalovirus early antigen,34.4.0,,,True,
2964U,Cytomegalovirus early antigen,34.4.0,,,True,
2966B,Cytomegalovirus immunoglobulin M antibody,34.4.0,,,True,
2976B,Cobalt level,34.1.1,,,True,
2976O,Cobalt level,34.1.1,,,True,
2976U,Cobalt level,34.1.1,,,True,
2986B,Red blood cell (RBC) G6PD level,34.2.0,,,True,
2990B,Red blood cell (RBC) mass,34.2.0,,,True,
2999G,SCMD Multi Gene Panel 5,34.1.3,New code added in April 2023,,True,
3001G,KIT gene D816V variant screen,34.2.0,,Replaces code ?5746B,True,
3002B,Human chorionic gonadotropin free beta subunit level,34.1.1,,,True,
3002G,Gene Panel MMR,34.1.3,New code added in June 2018,,True,
3003G,Gene Panel m-TOR,34.1.3,New code added in June 2018,,True,
3004B,Free carnitine level,34.1.1,,,True,
3004C,Free carnitine level,34.1.1,,,True,
3004D,Free carnitine level,34.1.1,,,True,
3004G,Gene Panel Myriad Integrated BRCAnalysis with breast cancer panel,34.1.3,"New code added in September 2016Narrative change from 'BRCA full sequencing, somatic testing' to 'Gene Panel Myriad Integrated BRCAnalysis with breast cancer panel' in June 2018",Replaces code ?8138T,True,
3004U,Free carnitine level,34.1.1,,,True,
3005G,Gene Panel Myriad Integrated BRCAnalysis with ovarian cancer panel,34.1.3,New code added in June 2018,,True,
3006B,Free cortisol level,34.1.1,,,True,
3006G,Gene Panel Myriad tumour BRCAnalysis,34.1.3,New code added in June 2018,,True,
3006U,Free cortisol level,34.1.1,,,True,
3007G,Gene Panel Melanoma (more than 4 genes),34.1.3,New code added in June 2018,,True,
3008G,"Gene Panel Colorectal (KRAS, NRAS, BRAF)",34.1.3,New code added in June 2018,,True,
3009G,"B cell clonality 
",34.1.3,New code added in March 2018Code inactivated in February 2019Code inactivated in February 2019Code inactivated in February 2019Code inactivated in February 2019,,False,
3009G*,Gene Panel Myriad Colaris Plus with colorectal high risk panel,34.1.3,New code added in June 2018Code inactivated in February 2019,Inactive February 2019,False,
3010G,Gene Panel Myriad Colaris Plus with colorectal and polyposis panel,34.1.3,New code added in June 2018,,True,
3011G,Gene Panel MTMR2 DNA sequencing,34.1.3,New code added in June 2018,,True,
3012B,Platinum level,34.1.1,,,True,
3012G,"Gene panel lung (KRAS, EGFR, ALK)",34.1.3,New code added in June 2018,,True,
3012U,Platinum level,34.1.1,,,True,
3013G,Gene panel IG heavy chain rearrangements,34.1.3,New code added in June 2018,,True,
3014B,Strontium level,34.1.1,,,True,
3014G,Gene Panel - Color 30 genes,34.1.3,New code added in June 2018,,True,
3014U,Strontium level,34.1.1,,,True,
3015B,Tellurium level,34.1.1,,,True,
3015G,Myriad Prolaris,34.5.0,New code added in February 2019,,True,
3015U,Tellurium level,34.1.1,,,True,
3016B,Tin level,34.1.1,,,True,
3016G,Lynch Syndrome Full Screen,34.1.3,New code added in February 2019Narrative change from 'Gene Panel Myriad Colaris Plus with colorectal high risk panel' to 'Lynch Syndrome Full Screen' in April 2023,,True,
3016U,Tin level,34.1.1,,,True,
3017B,Titanium level,34.1.1,,,True,
3017G,B Cell Clonality,34.1.3,New code added in February 2019,,True,
3017O,Titanium level,34.1.1,,,True,
3017U,Titanium level,34.1.1,,,True,
3018B,Tungsten level,34.1.1,,,True,
3018G,Myeloid Panel,34.0.0,New code added in May 2019,,True,
3018U,Tungsten level,34.1.1,,,True,
3019G,Myriad Breast and Ovarian Cancer Panel 101,34.0.0,New code added in September 2019,,True,
3020G,HIV Integrase Drug Resistance,34.0.0,New code added in September 2019,,True,
3021G,MM Profiler,34.0.0,New code added in August 2020,,True,
3022G,"BRCA 1&2 full sequencing, germline testing",34.1.3,New code added in November 2020,Replaces 8137S,True,
3023G,"BRCA 1&2 full sequencing, somatic testing",34.1.3,New code added in November 2020,,True,
3024G,MyChoice CDx,34.1.3,New code added in April 2021,,True,
3025G,PIK3CA somatic gene testing,34.1.3,New code added in May 2022,,True,
3026G,Single gene Test HH6 PCR,34.1.3,New code added in April 2023,,True,
3027G,Mody Panel (MODY),34.1.3,New code added in April 2023,,True,
3028G ,Pharmacogenomics Panel test (saliva or blood),34.1.3,New code added in October 2023,,True,
3029G,72-Gene Multicancer Panel,34.1.3,New code added in April 2024,,True,
3030G,Circulating tumour DNA profile (Guardant360),34.1.3,New code added in June 2024,,True,
3031G,Digistain,34.1.3,New code added in June 2024,,True,
3032G,HER2DX,34.1.3,New code added in June 2024,,True,
3057B,Ondansetron level,34.1.1,,,True,
3057U,Ondansetron level,34.1.1,,,True,
3063B,D-dimer fibrin degradation product level,34.2.0,,,False,
3065B,Dehydroepiandrostenedione level,34.1.1,,,True,
3065U,Dehydroepiandrostenedione level,34.1.1,,,True,
3068U,5-aminolaevulinic acid level,34.1.1,,,True,
3069B,Dengue virus immunoglobulin G antibody,34.4.0,,,True,
3073U,Deoxypyridinoline level,34.1.1,,,True,
3088B,Alanine transaminase activity,34.1.1,,,True,"8060B, 8061B"
3089B,Alanine level,34.1.1,,,True,"1584B, 8060B, 8061B"
3089C,Alanine level,34.1.1,,,True,
3089U,Alanine level,34.1.1,,,True,1584U
3091B,Albumin level,34.1.1,,,True,"8016B, 8060B, 8061B"
3091C,Albumin level,34.1.1,,,True,
3091O,Albumin level,34.1.1,,,True,
3091U,Albumin level,34.1.1,,,True,
3092B,Total protein test (albumin and globulin),34.1.0,,,True,8061B
3095B,Chloral hydrate level,34.1.1,,,True,
3097B,Chloride level,34.1.1,,,True,
3097C,Chloride level,34.1.1,,,True,
3097F,Chloride level,34.1.1,,,True,
3097O,Chloride level,34.1.1,,,True,
3097U,Chloride level,34.1.1,,,True,8105U
3100B,Cholestanol level,34.1.1,,,True,
3100G,Circulating tumour DNA profile for breast cancer (Guardant 360),34.2.0,New code added in February 2019Code inactivated in June 2024,,False,
3101G,Circulating tumour DNA profile for upper gastro-intestinal cancer (Guardant 360),34.2.0,New code added in February 2019Code inactivated in June 2024,,False,
3102G,Circulating tumour DNA profile for colo-rectal cancer (Guardant 360),34.2.0,New code added in February 2019Code inactivated in June 2024,,False,
3103G,Circulating tumour DNA profile for cancer of unknown primary (Guardant 360),34.2.0,New code added in February 2019Code inactivated in June 2024,,False,
3104G,Circulating tumour DNA profile for lung cancer (Guardant 360),34.2.0,New code added in October 2019Code inactivated in June 2024,,False,
3117B,Arbovirus ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
3117C,Arbovirus ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
3117O,Arbovirus ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
3117T,Arbovirus ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
3118B,Arginine level,34.1.1,,,True,1584B
3118C,Arginine level,34.1.1,,,True,
3118U,Arginine level,34.1.1,,,True,1584U
3120B,Arginosuccinate level,34.1.1,,,True,
3120U,Arginosuccinate level,34.1.1,,,True,
3121B,Arsenic level,34.1.1,,,True,
3121H,Arsenic level,34.1.1,,,True,
3121T,Arsenic level,34.1.1,,,True,
3121U,Arsenic level,34.1.1,,,True,
3124B,Arylsulphatase A activity,34.1.1,,,True,
3124S,Arylsulphatase A activity,34.1.1,,,True,
3131B,Taurine level,34.1.1,,,True,1584B
3131C,Taurine level,34.1.1,,,True,
3131U,Taurine level,34.1.1,,,True,1584U
3140B,Cystine screen,34.1.1,,,True,0774B
3140U,Cystine screen,34.1.1,,,True,"0774U, 1584U"
3159B,PM-1 immunoglobulin G antibody,34.3.0,,,True,
3178B,B type natriuretic peptide level,34.1.1,,,True,
3206B,Human immunodeficiency virus 1 immunoglobulin G antibody,34.4.0,,,True,
3206C,Human immunodeficiency virus 1 immunoglobulin G antibody,34.4.0,,,True,
3219B,Human immunodeficiency virus 1 ribonucleic acid (RNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
3219C,Human immunodeficiency virus 1 ribonucleic acid (RNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
3219O,Human immunodeficiency virus 1 ribonucleic acid (RNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
3220B,Isoniazid level,34.1.1,,,True,
3222B,Isovaleryl carnitine level,34.1.1,,,True,
3222C,Isovaleryl carnitine level,34.1.1,,,True,
3222O,Isovaleryl carnitine level,34.1.1,,,True,
3235B,Lactate dehydrogenase activity,34.1.1,,,True,1003B
3235C,Lactate dehydrogenase activity,34.1.1,,,True,
3235O,Lactate dehydrogenase activity,34.1.1,,,True,
3236B,Lactate level,34.1.1,,,True,
3236C,Lactate level,34.1.1,,,True,
3236O,Lactate level,34.1.1,,,True,
3241B,Cytoplasmic light chain count (lambda/kappa),34.1.0,Narrative change from Cytoplasmic lambda light chain count to Cytoplasmic light chain count (lambda/kappa) in October 2013,,True,
3241M,Cytoplasmic light chain count (lambda/kappa),34.1.0,Narrative change from Cytoplasmic lambda light chain count to Cytoplasmic light chain count (lambda/kappa) in October 2013,,True,
3241U,Cytoplasmic light chain count (lambda/kappa),34.1.0,,,True,
3245B,Lamotrigine level,34.1.1,,,True,
3249B,Oligoclonal immunoglobulin G,34.3.0,,,True,
3249C,Oligoclonal immunoglobulin G,34.3.0,,,True,
3249U,Mucopolysaccharide screen,34.1.1,,,True,
3250U,Oligosaccharide level,34.1.1,,,True,
3254B,Opiate level,34.1.1,,,True,
3254L,Opiate level,34.1.1,,,True,
3254O,Opiate level,34.1.1,,,True,
3254U,Opiate level,34.1.1,,,True,
3255B,Opiate screen,34.1.1,,,True,
3255U,Opiate screen,34.1.1,,,True,
3265B,Dosulepin level,34.1.1,,,True,
3275B,Drug screen,34.1.1,,,True,
3275H,Drug screen,34.1.0,,,True,
3275O,Drug screen,34.1.1,,,True,
3275U,Drug screen,34.1.1,,,True,
3283B,Cluster of differentiation 7 count,34.3.0,,,True,
3283M,Cluster of differentiation 7 count,34.3.0,,,True,
3284B,Cytoplasmic cluster of differentiation 7 count,34.3.0,,,True,
3284M,Cytoplasmic cluster of differentiation 7 count,34.3.0,,,True,
3286B,Cluster of differentiation 71 count,34.3.0,,,True,
3286M,Cluster of differentiation 71 count,34.3.0,,,True,
3287B,Cytoplasmic cluster of differentiation 71 count,34.3.0,,,True,
3287M,Cytoplasmic cluster of differentiation 71 count,34.3.0,,,True,
3289B,Cluster of differentiation 79a count,34.3.0,,,True,
3289M,Cluster of differentiation 79a count,34.3.0,,,True,
3291B,Cluster of differentiation 79b count,34.3.0,,,True,
3291M,Cluster of differentiation 79b count,34.3.0,,,True,
3306U,Indican level,34.1.1,,,True,
3314C,Influenza A virus antigen,34.4.0,,,True,
3314O,Influenza A virus antigen,34.4.0,,,True,
3314T,Influenza A virus antigen,34.4.0,,,True,
3315B,Influenza A virus immunoglobulin G antibody,34.4.0,,,True,
3315C,Influenza A virus immunoglobulin G antibody,34.4.0,,,True,
3316C,Influenza B virus antigen,34.4.0,,,True,
3316O,Influenza B virus antigen,34.4.0,,,True,
3316T,Influenza B virus antigen,34.4.0,,,True,
3317B,Influenza B virus immunoglobulin G antibody,34.4.0,,,True,
3317C,Influenza B virus immunoglobulin G antibody,34.4.0,,,True,
3319B,Hepatitis B virus surface antigen,34.4.0,,,True,2269B
3330B,Asparagine level,34.1.1,,,True,1584B
3330C,Asparagine level,34.1.1,,,True,
3330U,Asparagine level,34.1.1,,,True,1584U
3331B,Total homocysteine level,34.1.1,,,True,
3331U,Total homocysteine level,34.1.1,,,True,
3338B,Amiodarone level,34.1.1,,,True,
3340A,Ammonia level,34.1.1,,,True,
3340B,Ammonia level,34.1.1,,,True,
3340C,Ammonia level,34.1.1,,,True,
3342A,Ammonium urate level,34.1.1,,,True,
3349B,Amfetamine screen,34.1.1,,,True,
3349H,Amfetamine screen,34.1.1,,,True,
3349L,Amfetamine screen,34.1.1,,,True,
3349O,Amfetamine screen,34.1.1,,,True,
3349U,Amfetamine screen,34.1.1,,,True,
3350B,Ampicillin level,34.1.1,,,True,
3355B,Lipase activity,34.1.1,,,True,
3361B,Lipoprotein (a) level,34.1.1,,,True,
3372B,Sphingomyelinase activity,34.1.1,,,True,
3390B,Pseudoephedrine level,34.1.1,,,True,
3390U,Pseudoephedrine level,34.1.1,,,True,
3392B,Pyridinium crosslinks level,34.1.1,,,True,
3392U,Pyridinium crosslinks level,34.1.1,,,True,
3393U,Pyridinoline level,34.1.1,,,True,
3397B,Pyruvate dehydrogenase immunoglobulin G antibody,34.3.0,,,True,
3426B,Neurokinin A level,34.1.1,,,True,
3430B,Growth hormone releasing hormone level,34.1.1,,,True,
3443T,Phosphorylase a activity,34.1.1,,,True,
3445B,Linoleic acid level,34.1.1,,,True,
3451B,Paraprotein level,34.3.0,,,True,
3451U,Paraprotein level,34.3.0,,,True,
3454B,Paraprotein typing,34.3.0,,,True,
3454U,Paraprotein typing,34.3.0,,,True,
3455B,Paraquat level,34.1.1,,,True,
3455U,Paraquat level,34.1.1,,,True,
3461B,Parathyroid hormone level,34.1.1,,,True,
3462B,Parathyroid hormone related peptide level,34.1.1,,,True,
3473B,Alpha-glucosidase A activity,34.1.1,,,True,
3473D,Alpha-glucosidase A activity,34.1.1,,,True,
3475B,Alphavirus immunoglobulin M antibody,34.4.0,,,True,
3475C,Alphavirus immunoglobulin M antibody,34.4.0,,,True,
3487B,Gastric inhibitory peptide level,34.1.1,,,True,
3501G,Cadasil - notch 3 common mutations,34.1.3,,Replaces code ?8138B,True,
3502G,Connexin 26/30,34.1.3,,Replaces code ?8147B,True,
3503G,Connexin 43/GJA1,34.1.3,,Replaces code ?8148B,True,
3504G,Joubert known mutations,34.1.3,,Replaces code ?8170B,True,
3505G,Lamin A/C mutations,34.1.3,,Replaces code ?8172B,True,
3506B,Erythrocyte sedimentation rate,34.2.0,,,True,"1004B, 1361B"
3506G,MDR3 PFIC/BRIC screening,34.1.3,,Replaces code ?8175B,True,
3507B,Erythropoetin immunoglobulin G antibody,34.3.0,,,True,
3507G,Merosin mutation analysis,34.1.3,,Replaces code ?8176B,True,
3508G,"Mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes (MELAS)",34.1.3,,Replaces code ?8178B,True,
3509B,Ethambutol level,34.1.1,,,True,
3509G,Mitocondrial DNA testing - POLG + PEO1 gene,34.1.3,,Replaces code ?8179B,True,
3509U,Ethambutol level,34.1.1,,,True,
3510G,Stickler syndrome,34.1.3,,Replaces code ?8209B,True,
3511G,Gene Panel Long QT syndrome,34.1.3,New code added in June 2018,,True,
3512B,Cluster of differentiation 11b count,34.3.0,,,True,
3512G,Gene Panel Brugada syndrome,34.1.3,New code added in June 2018,,True,
3512M,Cluster of differentiation 11b count,34.3.0,,,True,
3513B,Cytoplasmic cluster of differentiation 11b count,34.3.0,,,True,
3513G,Gene Panel Amplichip CYP450,34.1.3,New code added in June 2018,,True,
3513M,Cytoplasmic cluster of differentiation 11b count,34.3.0,,,True,
3514G,Gene Panel Diabetes obesity,34.1.3,New code added in June 2018,,True,
3515B,Cluster of differentiation 11c count,34.3.0,,,True,
3515G,Gene Panel Charcot-Marie-Tooth gene panel,34.1.3,New code added in June 2018,,True,
3515M,Cluster of differentiation 11c count,34.3.0,,,True,
3516G,Gene Panel COL6A1 / 6A2 / 6A3,34.1.3,New code added in June 2018,,True,
3517B,Cytoplasmic cluster of differentiation 13 count,34.3.0,,,True,
3517G,Gene Panel Thrombotic mutations,34.1.3,New code added in June 2018,,True,
3517M,Cytoplasmic cluster of differentiation 13 count,34.3.0,,,True,
3518B,Cluster of differentiation 13 count,34.3.0,,,True,
3518G,Gene Panel Tay Sachs Screen,34.1.3,New code added in June 2018,,True,
3518M,Cluster of differentiation 13 count,34.3.0,,,True,
3519G,Gene Panel Immunoglobulin heavy (IGH) locus mutation screen,34.1.3,New code added in June 2018,,True,
3520B,Cluster of differentiation 138 count,34.3.0,,,True,
3520G,Gene Panel Pressure Palsy genetic testing,34.1.3,New code added in June 2018,,True,
3520M,Cluster of differentiation 138 count,34.3.0,,,True,
3521B,Cytoplasmic cluster of differentiation 14 count,34.3.0,,,True,
3521G,Gene Panel Liddle syndrome screen,34.1.3,New code added in June 2018,,True,
3521M,Cytoplasmic cluster of differentiation 14 count,34.3.0,,,True,
3522B,Cluster of differentiation 14 count,34.3.0,,,True,
3522G,Gene Panel DPCG genes,34.1.3,New code added in June 2018,,True,
3522M,Cluster of differentiation 14 count,34.3.0,,,True,
3523G,Gene Panel Lissencephaly genes,34.1.3,New code added in June 2018,,True,
3524G,Gene Panel POMT1 nd POMT 2,34.1.3,New code added in June 2018,,True,
3525G,Gene Panel Romano Ward syndrome genes,34.1.3,New code added in June 2018,,True,
3526B,Cluster of differentiation 15 count,34.3.0,,,True,
3526G,Gene Panel Familial adenomatous polyposis panel,34.1.1,New code added in June 2018,,True,
3526M,Cluster of differentiation 15 count,34.3.0,,,True,
3527G,Gene Panel Polcystic kidney gene panel,34.1.3,New code added in June 2018,,True,
3528G,Gene Panel Pseudohypoparathyroidism gene panel,34.1.3,New code added in June 2018,,True,
3529G,Gene Panel Hypercalcaemia gene panel,34.1.3,New code added in June 2018,,True,
3530G,Gene Panel Treacher Collins syndrome panel,34.1.3,New code added in June 2018,,True,
