Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
F3430,Laser assisted serial tonsillectomy - first stage,5.6.0,,,TRUE,"F3400, F3440, F3441, F3490"
F3431,Laser assisted serial tonsillectomy - subsequent stages,5.6.0,,,TRUE,"F3400, F3440, F3441, F3490"
F3440,Tonsillectomy - adult (and bilateral),5.6.0,,,TRUE,"A7350, E2010, E2400, E2500, F2810, F3070, F3240, F3400, F3430, F3431, F3440, F3441, F3442, F3480, F3490"
F3441,Robotic assisted tonsillectomy (and bilateral),5.6.0,New code added in April 2024,,TRUE,"A7350, E2010, E2400, E2500, F2810, F3070, F3240, F3400, F3430, F3431, F3440, F3480, F3490"
F3442,Robotic assisted adenotonsillectomy (and bilateral),5.6.0,New code added in April 2024,,TRUE,"A7350, E2010, E2400, F2810, F3070, F3240, F3400, F3440, F3480, F3490"
F3460,Excision of lingual tonsil,5.6.0,,,FALSE,
F3480,Adenotonsillectomy (and bilateral),5.6.0,,,TRUE,"A7350, E2010, E2400, F2810, F3070, F3240, F3400, F3440, F3441, F3442, F3490"
F3490,Intracapsular tonsillectomy,5.6.0,Narrative change from 'Intracapsular tonsillar reduction (partial tonsillectomy)' to 'Intracapsular tonsillectomy' in June 2018,,TRUE,"F3400, F3430, F3431, F3440, F3441, F3442, F3480"
F3620,"Drainage of peritonsillar abscess (""quinsy"")",5.6.0,,,TRUE,
F3650,Arrest of haemorrhage following tonsillectomy/adenoidectomy,5.6.0,,,TRUE,
F3810,Excision/destruction of lesion of mouth,6.5.0,,,TRUE,"A7350, F1140, F2310, F2810, F4040, F4050, F4210, F4230"
F3910,Reconstruction of mouth using flap,6.5.0,,,FALSE,
F3920,Reconstruction of mouth using graft,6.5.0,,,FALSE,
F4020,Graft of skin to mouth,6.5.0,,,FALSE,
F4030,Graft of mucosa to mouth,6.5.0,,,FALSE,
F4040,Suture of mouth (as sole procedure),6.5.0,Description changed from Suture of mouth,,TRUE,"F0810, F0830, F0950, F1140, F1210, F1450, F1810, F3810, F4050, F4210, F4230, F4440, S4182"
F4050,Graft of skin or mucosa to mouth,6.5.0,The following two codes have been merged: Graft of skin to mouth (F4020)/ Graft of mucosa to mouth (F4030),,TRUE,"F1140, F3810, F4040, F4210, F4230"
F4210,Biopsy of lesion of mouth,6.5.0,This code now incorporates: Biopsy of lesion of palate F3210 / Biopsy of lesion of tongue F2410 / Biopsy of lesion of lip F0620,,TRUE,"A7350, F0110, F0200, F0312, F0313, F0314, F0315, F0320, F0420, F1140, F2310, F2810, F3810, F4040, F4050, F4230"
F4230,Removal of excess mucosa from mouth,6.5.0,,,TRUE,"F1140, F3810, F4040, F4050, F4210"
F4280,Low-level laser therapy for inflammation/pain relief for oral mucositis,6.0.0,New code added in March 2020Narrative change from 'Low-level laser therapy for inflammation/pain relief' to 'Low-level laser therapy for inflammation/pain relief for oral mucositis' in August 2020,,TRUE,
F4300,"Transoral laser microsurgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy (as sole procedure)",5.0.0,"New code added in October 2018Narrative change from 'Transoral laser microsurgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy' to 'Transoral laser microsurgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy (as sole procedure)' in August 2023",,TRUE,
F4301,"Transoral robotic assisted surgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy (as sole procedure)",5.0.0,"New code added in October 2018Narrative change from 'Transoral robot assisted surgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy' to 'Transoral robot assisted surgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy (as sole procedure)' in August 2023Narrative change from 'Transoral robot assisted surgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy (as sole procedure)' to 'Transoral robotic assisted surgery, including pharyngotomy, partial laryngectomy, partial glossectomy and/ or tracheostomy (as sole procedure)' in February 2024",,TRUE,
F4306,Transoral robotic assisted horizontal supra-glottic laryngectomy (as sole procedure),5.7.0,New code added in April 2022Narrative change from 'Transoral robotic horizontal supra-glottic laryngectomy (as sole procedure)' to 'Transoral robotic assisted horizontal supra-glottic laryngectomy (as sole procedure)' in February 2024,,TRUE,
F4307,Transoral robotic assisted vertical supra-glottic laryngectomy (as sole procedure),5.7.0,New code added in April 2024,,TRUE,"AA378, E2910, E2920, E2930, E2940, E2970, E3010, E3410, E3520, E3810"
F4308,Transoral robotic assisted mucosectomy for microscopic lesion (as sole procedure),5.7.0,New code added in April 2022Narrative change from 'Transoral robotic mucosectomy for microscopic primary tumour (as sole procedure)' to 'Transoral robotic assisted mucosectomy for microscopic lesion (as sole procedure)' in April 2024,,TRUE,
F4400,Excision of parotid gland (other than F4410/F4430),6.6.0,,,TRUE,"F4410, F4430, F4600, F4640, F4810, F5010, F5110, F5510, F5610"
F4410,Total excision of parotid gland and preservation of facial nerve,6.6.0,,,TRUE,"A7350, F4400, F4430, F4600, F4640, F4810, F5010, F5110, F5510, F5610"
F4430,Partial excision of parotid gland and preservation of facial nerve,6.6.0,,,TRUE,"A7350, F4400, F4410, F4600, F4640, F4810, F5010, F5110, F5510, F5610"
F4440,Excision of submandibular gland,6.6.0,,,TRUE,"A7350, F4040, F4600, F4810, F5020, F5120, V2161, V2162"
F4450,Excision of sublingual gland,6.6.0,,,TRUE,"F4600, F4810"
F4500,Extracapsular dissection of parotid tumour,6.6.0,New code added in May 2019,,TRUE,
F4510,Excision of lesion of parotid gland,6.6.0,,,FALSE,
F4520,Excision of lesion of submandibular gland,6.6.0,,,FALSE,
F4530,Excision of lesion of sublingual gland,6.6.0,,,FALSE,
F4600,"Incision or drainage of abscess or haematoma of salivary glands (i.e. including submandibular, parotid and sublingual glands)",6.6.0,The following three codes have been merged: F4620 Incision of submandibular gland / F4610 Incision of parotid gland / F4630 Incision of sublingual gland,,TRUE,"F4400, F4410, F4430, F4440, F4450, F4640, F4810, S4780, V2161, V2162"
F4610,Incision of parotid gland,6.6.0,,,FALSE,
F4620,Incision of submandibular gland,6.6.0,,,FALSE,
F4630,Incision of sublingual gland,6.6.0,,,FALSE,
F4640,Fine needle aspiration of parotid gland,6.6.0,,,TRUE,"F4400, F4410, F4430, F4600, F4810, F5010, F5510, F5610"
F4810,Open biopsy of lesion of salivary gland,6.6.0,,,TRUE,"F4400, F4410, F4430, F4440, F4450, F4600, F4640, F4830, F5010, F5020, F5110, F5120, F5510"
F4820,Closure of fistula of salivary gland,6.6.0,,,FALSE,
F4830,Therapeutic sialendoscopy (including washout),6.6.0,Narrative change from 'Therapeutic sialendoscopy' to 'Therapeutic sialendoscopy (including washout) ' in May 2019,,TRUE,"F4810, F5110, F5120, F5610, XR315"
F4831,Therapeutic sialendoscopy (including stone retrieval +/- dilation,6.6.0,New code added in April 2019,,TRUE,
F4832,Intra corporeal salivary gland lithotripsy,6.6.0,New code added in April 2019,,TRUE,
F5010,Transposition of parotid duct (including bilateral),6.6.0,Description changed from Transposition of parotid duct,,TRUE,"F4400, F4410, F4430, F4640, F4810, F5110, F5510, F5610"
F5020,Transposition of submandibular duct (including bilateral),6.6.0,Description changed from Transposition of submandibular duct,,TRUE,"F4440, F4810, F5120, V2161, V2162"
F5110,Open extraction of calculus from parotid duct,6.6.0,,,TRUE,"F4400, F4410, F4430, F4810, F4830, F5010, F5510, F5610"
F5120,Open extraction of calculus from submandibular duct,6.6.0,,,TRUE,"A7350, F4440, F4810, F4830, F5020, V2161, V2162"
F5121,Combined open and endoscopic removal of submandibular gland stone,6.6.0,New code added in April 2019,,TRUE,
F5210,Ligation of parotid duct,6.6.0,,,FALSE,
F5220,Ligation of submandibular duct,6.6.0,,,FALSE,
F5320,Operation(s) on submandibular duct,6.6.0,,,FALSE,
F5510,Dilatation of parotid duct,6.6.0,,,TRUE,"F4400, F4410, F4430, F4640, F4810, F5010, F5110, F5610"
F5610,Manipulative removal of calculus from parotid duct,6.6.0,,,TRUE,"F4400, F4410, F4430, F4640, F4830, F5010, F5110, F5510"
F5611,Combined open and endoscopic removal of parotid gland ston,6.6.0,New code added in April 2019,,TRUE,
G0100,Oesophagectomy/Oesophagogastrectomy with anastomosis in chest,11.1.0,Description changed from Oesophagogastrectomy,,TRUE,"G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0100,Oesophagectomy/Oesophagogastrectomy with anastomosis in chest,8.1.0,Description changed from Oesophagogastrectomy,,TRUE,"G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0101,Radical Oesophagectomy/Oesophagogastrectomy including dissection of mediastinal lymph nodes,8.1.0,New code added in December 2023,,TRUE,G0102
G0102,Robotic assisted radical Oesophagectomy / Oesophagogastrectomy including dissection of mediastinal lymph nodes,8.1.0,New code added in April 2024,,TRUE,"G0100, G0101, G0220, G0260, G0300, G0400, G0500, G0640, G0740, G0920, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0103,Robotic assisted Oesophagectomy/Oesophagogastrectomy with anastomosis in chest,11.1.0,New code added in April 2024Narrative change from 'Robotic assisted Esophagectomy/Oesophagogastrectomy with anastomosis in chest' to 'Robotic assisted Oesophagectomy/Oesophagogastrectomy with anastomosis in chest' in June 2024,,TRUE,"G0100, G0220, G0260, G0300, G0400, G0500, G0640, G0740, G0920, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0103,Robotic assisted Oesophagectomy/Oesophagogastrectomy with anastomosis in chest,8.1.0,New code added in April 2024Narrative change from 'Robotic assisted Esophagectomy/Oesophagogastrectomy with anastomosis in chest' to 'Robotic assisted Oesophagectomy/Oesophagogastrectomy with anastomosis in chest' in June 2024,,TRUE,"G0100, G0220, G0260, G0300, G0400, G0500, G0640, G0740, G0920, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0220,Total oesophagectomy and interposition of intestine,11.1.0,,,TRUE,"G0100, G0102, G0103, G0260, G0300, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0220,Total oesophagectomy and interposition of intestine,8.1.0,,,TRUE,"G0100, G0102, G0103, G0260, G0300, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0260,Endoscopically assisted oesophagectomy,11.1.0,Covers endoscopic assistance for all forms of oesophagectomy.,,TRUE,"G0100, G0102, G0103, G0220, G0300, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0260,Endoscopically assisted oesophagectomy,8.1.0,Covers endoscopic assistance for all forms of oesophagectomy.,,TRUE,"G0100, G0102, G0103, G0220, G0300, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0300,Sub-total oesophagectomy with anastomosis in neck,11.1.0,,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0300,Sub-total oesophagectomy with anastomosis in neck,8.1.0,,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0301, G0400, G0500, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0301,Robotic assisted sub-total oesophagectomy with anastomosis in neck,11.1.0,New code added in April 2024,,TRUE,"G0100, G0220, G0260, G0300, G0400, G0500, G0640, G0740, G0920, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0301,Robotic assisted sub-total oesophagectomy with anastomosis in neck,8.1.0,New code added in April 2024,,TRUE,"G0100, G0220, G0260, G0300, G0400, G0500, G0640, G0740, G0920, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0400,Open excision of lesion of oesophagus,11.1.0,,,TRUE,"A2781, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0500, G0640, G0730, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1470, G1900, G4410, G4430, G4440, G6500"
G0400,Open excision of lesion of oesophagus,8.1.0,,,TRUE,"A2781, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0500, G0640, G0730, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1470, G1900, G4410, G4430, G4440, G6500"
G0500,Bypass of oesophagus,11.1.0,Code inactivated in December 2017,,TRUE,"E2810, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0500,Bypass of oesophagus,8.1.0,Code inactivated in December 2017,,TRUE,"E2810, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0640, G0740, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0620,Revision of oesophageal anastomosis,11.1.0,,,FALSE,
G0620,Revision of oesophageal anastomosis,8.1.0,,,FALSE,
G0640,Closure of bypass of oesophagus,11.1.0,Reinstated code,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G1900, G4410, G4430, G4440, G6500"
G0640,Closure of bypass of oesophagus,8.1.0,Reinstated code,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G1900, G4410, G4430, G4440, G6500"
G0700,Transthoracic repair of oesophagus,11.1.0,,,FALSE,
G0700,Transthoracic repair of oesophagus,8.1.0,,,FALSE,
G0730,Repair of congenital oesophageal atresia (+/- fistula),11.1.0,,,TRUE,"G0400, G1421, G1460, G3610, G4440, G6500, T4130, T4300, T4302, T4303"
G0730,Repair of congenital oesophageal atresia (+/- fistula),8.1.0,,,TRUE,"G0400, G1421, G1460, G3610, G4440, G6500, T4130, T4300, T4302, T4303"
G0740,Repair of ruptured oesophagus,11.1.0,Replacement for G0700,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0640, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0740,Repair of ruptured oesophagus,8.1.0,Replacement for G0700,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0640, G0920, G0921, G0922, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0781,Thorascopic repair of oesophagus,11.1.0,,,FALSE,
G0781,Thorascopic repair of oesophagus,8.1.0,,,FALSE,
G0920,Oesophagocardiomyotomy (Heller's operation),11.1.0,,,TRUE,"E2810, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0921, G0922, G0980, G1400, G1440, G1900, G2590, G2591, G2594, G4410, G4430, G4440, G6500"
G0920,Oesophagocardiomyotomy (Heller's operation),8.1.0,,,TRUE,"E2810, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0921, G0922, G0980, G1400, G1440, G1900, G2590, G2591, G2594, G4410, G4430, G4440, G6500"
G0921,Robotic assisted oesophagocardiomyotomy (Heller's),11.1.0,New code added in April 2024Narrative change from 'Robotic assisted oesophagocardiomyotomy (heller's)' to 'Robotic assisted oesophagocardiomyotomy (Heller's)' in June 2024,,TRUE,"E2810, G0100, G0220, G0260, G0300, G0400, G0500, G0740, G0920, G0922, G0980, G1400, G1440, G1900, G2312, G2320, G2340, G2400, G2402, G2590, G2591, G4410, G4430, G4440, G6500, T4130, T4300, T4302"
G0921,Robotic assisted oesophagocardiomyotomy (Heller's),8.1.0,New code added in April 2024Narrative change from 'Robotic assisted oesophagocardiomyotomy (heller's)' to 'Robotic assisted oesophagocardiomyotomy (Heller's)' in June 2024,,TRUE,"E2810, G0100, G0220, G0260, G0300, G0400, G0500, G0740, G0920, G0922, G0980, G1400, G1440, G1900, G2312, G2320, G2340, G2400, G2402, G2590, G2591, G4410, G4430, G4440, G6500, T4130, T4300, T4302"
G0922,VATS oesophageal/oesophagogastric myotomy,8.7.0,,,TRUE,"A2781, E2810, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0920, G0921, G0980, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G0980,Thorascopic oesophagogastric myotomy,11.1.0,,,TRUE,"A2781, E2810, G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0920, G0921, G0922, G1400, G1440, G1900, G4410, G4430, G4440, G6500"
G1400,VATS excision lesion of oesophagus,11.1.0,,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0920, G0921, G0922, G0980, G1440, G1470, G1900, G4410, G4430, G4440, G6500"
G1400,VATS excision lesion of oesophagus,8.7.0,,,TRUE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0920, G0921, G0922, G0980, G1440, G1470, G1900, G4410, G4430, G4440, G6500"
G1421,Endoscopic focal ablation of dysplasia in Barrett's oesophagus,11.1.0,Narrative change from 'Endoscopic ablation of high-grade dysplasia in Barrett's oesophagus' to 'Endoscopic focal ablation of dysplasia in Barrett's oesophagus' in August 2019,,TRUE,"G0730, G1422, G1460, G1470, G2331, G2333"
G1422,Endoscopic circumferential ablation of dysplasia in Barrett’s oesophagus,11.1.0,New code added in August 2019,,TRUE,"G1421, G1460"
G1440,Injection sclerotherapy for oesophageal varices,10.0.0,,,FALSE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0920, G0921, G0922, G0980, G1400, G1900, G2110, G4410, G4430, G4440, G6500, G8082, G8083"
G1440,Injection sclerotherapy for oesophageal varices,11.1.0,,,FALSE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0920, G0921, G0922, G0980, G1400, G1900, G2110, G4410, G4430, G4440, G6500, G8082, G8083"
G1440,Injection sclerotherapy for oesophageal varices,8.1.0,,,FALSE,"G0100, G0102, G0103, G0220, G0260, G0300, G0301, G0400, G0500, G0740, G0920, G0921, G0922, G0980, G1400, G1900, G2110, G4410, G4430, G4440, G6500, G8082, G8083"
